#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
1003820	1003630	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1004594	1004404	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1092041	1091851	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1168589	1168399	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1244646	1244456	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1276782	1276592	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1282196	1282006	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1282202	1282012	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1283132	1282942	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1295584	1295394	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1435057	1434867	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1435715	1435525	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1483618	1483428	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1536406	1536216	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1548795	1548605	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1582262	1582072	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1586563	1586373	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1587051	1586861	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1589745	1589555	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1590450	1590260	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1591274	1591084	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1591777	1591587	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1593323	1593133	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1595084	1594894	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1595765	1595575	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1595768	1595578	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1601963	1601773	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1643904	1643714	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1656901	1656711	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1712379	1712189	KOG0603	Ribosomal protein S6 kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
715961	715771	KOG0605	NDR and related serine/threonine kinases	General function prediction only 	POORLY CHARACTERIZED
1093350	1093160	KOG0605	NDR and related serine/threonine kinases	General function prediction only 	POORLY CHARACTERIZED
1581915	1581725	KOG0605	NDR and related serine/threonine kinases	General function prediction only 	POORLY CHARACTERIZED
1292196	1292006	KOG0610	Putative serine/threonine protein kinase	General function prediction only 	POORLY CHARACTERIZED
386959	386769	KOG0615	Serine/threonine protein kinase Chk2 and related proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1286006	1285816	KOG0615	Serine/threonine protein kinase Chk2 and related proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1278303	1278113	KOG0616	cAMP-dependent protein kinase catalytic subunit (PKA)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1285970	1285780	KOG0618	Serine/threonine phosphatase 2C containing leucine-rich repeats, similar to SCN circadian oscillatory protein (SCOP)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
660306	660116	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
1279946	1279756	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
1587644	1587454	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
1602518	1602328	KOG0619	FOG: Leucine rich repeat	General function prediction only 	POORLY CHARACTERIZED
1581719	1581529	KOG0620	Glucose-repressible alcohol dehydrogenase transcriptional effector CCR4 and related proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
1278436	1278246	KOG0621	Phospholipid scramblase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1282794	1282604	KOG0622	Ornithine decarboxylase	Amino acid transport and metabolism 	METABOLISM
1579828	1579638	KOG0623	Glutamine amidotransferase/cyclase	Amino acid transport and metabolism 	METABOLISM
1228740	1228550	KOG0624	dsRNA-activated protein kinase inhibitor P58, contains TPR and DnaJ domains	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1534441	1534251	KOG0625	Phosphoglucomutase	Carbohydrate transport and metabolism 	METABOLISM
1540115	1539925	KOG0625	Phosphoglucomutase	Carbohydrate transport and metabolism 	METABOLISM
365069	364879	KOG0626	Beta-glucosidase, lactase phlorizinhydrolase, and related proteins	Carbohydrate transport and metabolism 	METABOLISM
1596626	1596436	KOG0626	Beta-glucosidase, lactase phlorizinhydrolase, and related proteins	Carbohydrate transport and metabolism 	METABOLISM
1281609	1281419	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1442276	1442086	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1584589	1584399	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1597094	1596904	KOG0627	Heat shock transcription factor	Transcription 	INFORMATION STORAGE AND PROCESSING
1510248	1510058	KOG0628	Aromatic-L-amino-acid/L-histidine decarboxylase	Amino acid transport and metabolism 	METABOLISM
1578789	1578599	KOG0628	Aromatic-L-amino-acid/L-histidine decarboxylase	Amino acid transport and metabolism 	METABOLISM
1289221	1289031	KOG0631	Galactokinase	Carbohydrate transport and metabolism 	METABOLISM
1447338	1447148	KOG0631	Galactokinase	Carbohydrate transport and metabolism 	METABOLISM
1553393	1553203	KOG0631	Galactokinase	Carbohydrate transport and metabolism 	METABOLISM
1568581	1568391	KOG0631	Galactokinase	Carbohydrate transport and metabolism 	METABOLISM
1277251	1277061	KOG0633	Histidinol phosphate aminotransferase	Amino acid transport and metabolism 	METABOLISM
1278386	1278196	KOG0634	Aromatic amino acid aminotransferase and related proteins	Amino acid transport and metabolism 	METABOLISM
1515641	1515451	KOG0634	Aromatic amino acid aminotransferase and related proteins	Amino acid transport and metabolism 	METABOLISM
1555204	1555014	KOG0634	Aromatic amino acid aminotransferase and related proteins	Amino acid transport and metabolism 	METABOLISM
1584678	1584488	KOG0635	Adenosine 5'-phosphosulfate kinase	Inorganic ion transport and metabolism 	METABOLISM
1282030	1281840	KOG0636	ATP sulfurylase (sulfate adenylyltransferase)	Inorganic ion transport and metabolism 	METABOLISM
1473488	1473298	KOG0636	ATP sulfurylase (sulfate adenylyltransferase)	Inorganic ion transport and metabolism 	METABOLISM
1276866	1276676	KOG0637	Sucrose transporter and related proteins	Carbohydrate transport and metabolism 	METABOLISM
1439546	1439356	KOG0637	Sucrose transporter and related proteins	Carbohydrate transport and metabolism 	METABOLISM
1464473	1464283	KOG0642	Cell-cycle nuclear protein, contains WD-40 repeats	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
159157	158967	KOG0643	Translation initiation factor 3, subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1)	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
159157	158967	KOG0643	Translation initiation factor 3, subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1)	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1578836	1578646	KOG0645	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
1588914	1588724	KOG0645	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
1624817	1624627	KOG0646	WD40 repeat protein	General function prediction only 	POORLY CHARACTERIZED
1292911	1292721	KOG0647	mRNA export protein (contains WD40 repeats)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1297412	1297222	KOG0650	WD40 repeat nucleolar protein Bop1, involved in ribosome biogenesis	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1534975	1534785	KOG0651	26S proteasome regulatory complex, ATPase RPT4	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
165279	165089	KOG0652	26S proteasome regulatory complex, ATPase RPT5	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1279998	1279808	KOG0653	Cyclin B and related kinase-activating proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1292810	1292620	KOG0653	Cyclin B and related kinase-activating proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1587188	1586998	KOG0653	Cyclin B and related kinase-activating proteins	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1512783	1512593	KOG0657	Glyceraldehyde 3-phosphate dehydrogenase	Carbohydrate transport and metabolism 	METABOLISM
1590120	1589930	KOG0658	Glycogen synthase kinase-3	Carbohydrate transport and metabolism 	METABOLISM
1597370	1597180	KOG0659	Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1597370	1597180	KOG0659	Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7	Transcription 	INFORMATION STORAGE AND PROCESSING
1597370	1597180	KOG0659	Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
856235	856045	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1277441	1277251	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1280006	1279816	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1462136	1461946	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1485980	1485790	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1546370	1546180	KOG0660	Mitogen-activated protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1279713	1279523	KOG0661	MAPK related serine/threonine protein kinase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1645117	1644927	KOG0663	Protein kinase PITSLRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
1678838	1678648	KOG0663	Protein kinase PITSLRE and related kinases	General function prediction only 	POORLY CHARACTERIZED
1676660	1676470	KOG0666	Cyclin C-dependent kinase CDK8	Transcription 	INFORMATION STORAGE AND PROCESSING
1281036	1280846	KOG0667	Dual-specificity tyrosine-phosphorylation regulated kinase	General function prediction only 	POORLY CHARACTERIZED
1560714	1560524	KOG0667	Dual-specificity tyrosine-phosphorylation regulated kinase	General function prediction only 	POORLY CHARACTERIZED
1578588	1578398	KOG0668	Casein kinase II, alpha subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1645544	1645354	KOG0668	Casein kinase II, alpha subunit	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1578588	1578398	KOG0668	Casein kinase II, alpha subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1645544	1645354	KOG0668	Casein kinase II, alpha subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1578588	1578398	KOG0668	Casein kinase II, alpha subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1645544	1645354	KOG0668	Casein kinase II, alpha subunit	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1476722	1476532	KOG0670	U4/U6-associated splicing factor PRP4	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1283125	1282935	KOG0671	LAMMER dual specificity kinases	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1579398	1579208	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1579398	1579208	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
1580882	1580692	KOG0673	Thymidylate synthase	Nucleotide transport and metabolism 	METABOLISM
33802	33612	KOG0676	Actin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1468344	1468154	KOG0676	Actin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1517868	1517678	KOG0676	Actin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1554991	1554801	KOG0676	Actin and related proteins	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1110192	1110002	KOG0677	Actin-related protein Arp2/3 complex, subunit Arp2	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1486895	1486705	KOG0678	Actin-related protein Arp2/3 complex, subunit Arp3	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1555653	1555463	KOG0679	Actin-related protein - Arp4p/Act3p	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1583420	1583230	KOG0680	Actin-related protein - Arp6p	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1282494	1282304	KOG0681	Actin-related protein - Arp5p	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
1491254	1491064	KOG0682	Ammonia permease	Inorganic ion transport and metabolism 	METABOLISM
1596654	1596464	KOG0682	Ammonia permease	Inorganic ion transport and metabolism 	METABOLISM
191949	191759	KOG0683	Glutamine synthetase	Amino acid transport and metabolism 	METABOLISM
292660	292470	KOG0683	Glutamine synthetase	Amino acid transport and metabolism 	METABOLISM
780706	780516	KOG0683	Glutamine synthetase	Amino acid transport and metabolism 	METABOLISM
1285183	1284993	KOG0683	Glutamine synthetase	Amino acid transport and metabolism 	METABOLISM
1597081	1596891	KOG0683	Glutamine synthetase	Amino acid transport and metabolism 	METABOLISM
1580767	1580577	KOG0684	Cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1600247	1600057	KOG0684	Cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
1660614	1660424	KOG0684	Cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism 	METABOLISM
55325	55135	KOG0686	COP9 signalosome, subunit CSN1	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
