#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1292659	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	6	154,307,481,515,583,624,	187,340,514,548,616,657,	5.605,5.782,8.231,5.281,6.667,11.564
1292659	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	1	481,	691,	21.017
1292659	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	6	307,481,515,583,624,658,	340,514,548,616,657,689,	13.0,31.0,65.0,40.0,3.4E-5,490.0
1292659	\N	\N	SUPERFAMILY	SSF48452	\N	3	152,246,411,	191,347,684,	5.22E-7,5.22E-7,2.47E-24
1292665	IPR005365	Nitrogen permease regulator 3	HMMPfam	PF03666	Nitrogen Permease regulator of amino acid transport activity 3	1	131,	569,	2.7E-53
1292674	IPR001202	WW domain	HMMPfam	PF00397	WW domain	1	9,	39,	2.7E-6
1292674	IPR007123	Gelsolin-like domain	HMMPfam	PF00626	Gelsolin repeat	1	805,	871,	1.1E-9
1292674	IPR006895	Zinc finger, Sec23/Sec24-type	HMMPfam	PF04810	Sec23/Sec24 zinc finger	1	265,	301,	3.2E-17
1292674	IPR006896	Sec23/Sec24, trunk domain	HMMPfam	PF04811	Sec23/Sec24 trunk domain	1	339,	574,	8.3E-73
1292674	IPR006900	Sec23/Sec24, helical domain	HMMPfam	PF04815	Sec23/Sec24 helical domain	1	677,	782,	6.9E-23
1292674	IPR012990	Sec23/Sec24 beta-sandwich	HMMPfam	PF08033	Sec23/Sec24 beta-sandwich domain	1	583,	665,	5.5E-17
1292674	IPR001202	WW domain	ProSiteProfiles	PS50020	WW/rsp5/WWP domain profile.	1	7,	41,	13.516
1292674	IPR001202	WW domain	SMART	SM00456	Domain with 2 conserved Trp (W) residues	1	8,	41,	1.3E-6
1292674	IPR001202	WW domain	SUPERFAMILY	SSF51045	\N	1	4,	40,	1.23E-7
1292674	IPR002035	von Willebrand factor, type A	SUPERFAMILY	SSF53300	\N	1	339,	579,	1.33E-67
1292674	IPR006900	Sec23/Sec24, helical domain	SUPERFAMILY	SSF81811	\N	1	676,	783,	8.63E-28
1292674	\N	\N	SUPERFAMILY	SSF81995	\N	2	98,581,	252,675,	2.62E-67,2.62E-67
1292674	\N	\N	SUPERFAMILY	SSF82754	\N	1	784,	935,	6.28E-34
1292674	IPR006895	Zinc finger, Sec23/Sec24-type	SUPERFAMILY	SSF82919	\N	1	254,	338,	5.23E-27
1292679	IPR008794	Proline racemase family	HMMPfam	PF05544	Proline racemase	1	21,	393,	3.1E-63
1292679	\N	\N	SUPERFAMILY	SSF54506	\N	1	17,	393,	4.71E-61
1292681	IPR001789	Signal transduction response regulator, receiver domain	HMMPfam	PF00072	Response regulator receiver domain	1	1102,	1221,	4.0E-17
1292681	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	HMMPfam	PF00512	His Kinase A (phospho-acceptor) domain	1	578,	639,	1.5E-14
1292681	IPR003018	GAF domain	HMMPfam	PF01590	GAF domain	1	239,	366,	8.5E-7
1292681	IPR003594	Histidine kinase-like ATPase, C-terminal domain	HMMPfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1	726,	835,	3.8E-15
1292681	IPR004358	Signal transduction histidine kinase-related protein, C-terminal	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	4	764,783,796,822,	778,793,814,835,	1.1E-8,1.1E-8,1.1E-8,1.1E-8
1292681	IPR005467	Signal transduction histidine kinase, core	ProSiteProfiles	PS50109	Histidine kinase domain profile.	1	584,	838,	28.585
1292681	IPR001789	Signal transduction response regulator, receiver domain	ProSiteProfiles	PS50110	Response regulatory domain profile.	1	1101,	1230,	29.911
1292681	IPR003594	Histidine kinase-like ATPase, C-terminal domain	SMART	SM00387	Histidine kinase-like ATPases	1	723,	838,	1.5E-16
1292681	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	SMART	SM00388	His Kinase A (phosphoacceptor) domain	1	577,	642,	5.5E-18
1292681	IPR001789	Signal transduction response regulator, receiver domain	SMART	SM00448	cheY-homologous receiver domain	1	1100,	1226,	1.9E-29
1292681	IPR009082	Signal transduction histidine kinase, homodimeric domain	SUPERFAMILY	SSF47384	\N	1	567,	640,	2.75E-15
1292681	IPR011006	CheY-like superfamily	SUPERFAMILY	SSF52172	\N	1	1100,	1228,	3.13E-28
1292681	IPR029016	GAF domain-like	SUPERFAMILY	SSF55781	\N	1	237,	373,	6.54E-18
1292681	IPR003594	Histidine kinase-like ATPase, C-terminal domain	SUPERFAMILY	SSF55874	\N	1	725,	844,	7.07E-22
1292683	IPR002423	Chaperonin Cpn60/TCP-1 family	HMMPfam	PF00118	TCP-1/cpn60 chaperonin family	1	45,	533,	2.2E-143
1292683	IPR017998	Chaperone tailless complex polypeptide 1 (TCP-1)	PRINTS	PR00304	Tailless complex polypeptide 1 (chaperone) signature	5	47,69,99,385,419,	63,87,118,407,431,	1.4E-31,1.4E-31,1.4E-31,1.4E-31,1.4E-31
1292683	IPR002194	Chaperonin TCP-1, conserved site	ProSitePatterns	PS00750	Chaperonins TCP-1 signature 1.	1	50,	62,	-
1292683	IPR002194	Chaperonin TCP-1, conserved site	ProSitePatterns	PS00751	Chaperonins TCP-1 signature 2.	1	71,	87,	-
1292683	IPR002194	Chaperonin TCP-1, conserved site	ProSitePatterns	PS00995	Chaperonins TCP-1 signature 3.	1	99,	107,	-
1292683	\N	\N	SUPERFAMILY	SSF48592	\N	2	26,417,	156,532,	3.66E-78,3.66E-78
1292683	IPR027409	GroEL-like apical domain	SUPERFAMILY	SSF52029	\N	1	222,	390,	1.18E-51
1292683	\N	\N	SUPERFAMILY	SSF54849	\N	2	162,383,	228,418,	3.97E-29,3.97E-29
1292683	IPR012718	T-complex protein 1, epsilon subunit	TIGRFAM	TIGR02343	chap_CCT_epsi: T-complex protein 1, epsilon subunit	1	9,	530,	1.4E-282
1292691	IPR001623	DnaJ domain	HMMPfam	PF00226	DnaJ domain	1	24,	85,	1.4E-23
1292691	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	HMMPfam	PF00684	DnaJ central domain	1	156,	221,	5.2E-18
1292691	IPR002939	Chaperone DnaJ, C-terminal	HMMPfam	PF01556	DnaJ C terminal domain	1	280,	356,	2.4E-19
1292691	IPR001623	DnaJ domain	PRINTS	PR00625	DnaJ domain signature	4	26,44,60,80,	44,59,80,99,	2.93803E-25,2.93803E-25,2.93803E-25,2.93803E-25
1292691	IPR018253	DnaJ domain, conserved site	ProSitePatterns	PS00636	Nt-dnaJ domain signature.	1	65,	84,	-
1292691	IPR001623	DnaJ domain	ProSiteProfiles	PS50076	dnaJ domain profile.	1	24,	88,	22.457
1292691	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	ProSiteProfiles	PS51188	Zinc finger CR-type profile.	1	143,	226,	23.348
1292691	IPR001623	DnaJ domain	SMART	SM00271	DnaJ molecular chaperone homology domain	1	23,	80,	6.2E-25
1292691	IPR001623	DnaJ domain	SUPERFAMILY	SSF46565	\N	1	20,	120,	3.79E-31
1292691	IPR008971	HSP40/DnaJ peptide-binding	SUPERFAMILY	SSF49493	\N	3	130,227,273,	161,265,353,	5.62E-11,5.62E-11,4.32E-17
1292691	IPR001305	Heat shock protein DnaJ, cysteine-rich domain	SUPERFAMILY	SSF57938	\N	1	144,	223,	4.05E-18
1292693	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	HMMPfam	PF01189	NOL1/NOP2/sun family	1	195,	373,	7.4E-23
1292693	IPR023267	RNA (C5-cytosine) methyltransferase	PRINTS	PR02008	RNA (C5-cytosine) methyltransferase signature	5	194,225,294,347,413,	208,235,306,363,430,	9.1E-15,9.1E-15,9.1E-15,9.1E-15,9.1E-15
1292693	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type	ProSiteProfiles	PS51686	SAM-dependent MTase RsmB/NOP-type domain profile.	1	126,	431,	52.66
1292693	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	137,	430,	7.51E-47
1292706	IPR029044	Nucleotide-diphospho-sugar transferases	SUPERFAMILY	SSF53448	\N	3	6,211,274,	182,247,298,	3.56E-11,3.56E-11,3.56E-11
1292709	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	46,	487,	5.2E-84
1292709	IPR003663	Sugar/inositol transporter	PRINTS	PR00171	Sugar transporter signature	4	132,297,389,412,	151,307,410,424,	8.1E-5,8.1E-5,8.1E-5,8.1E-5
1292709	IPR005829	Sugar transporter, conserved site	ProSitePatterns	PS00216	Sugar transport proteins signature 1.	1	342,	358,	-
1292709	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	38,	476,	26.967
1292709	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	2	39,265,	232,483,	9.68E-52,9.68E-52
1292709	IPR003663	Sugar/inositol transporter	TIGRFAM	TIGR00879	SP: MFS transporter, sugar porter (SP) family	1	37,	483,	5.9E-78
1292712	IPR005365	Nitrogen permease regulator 3	HMMPfam	PF03666	Nitrogen Permease regulator of amino acid transport activity 3	1	131,	569,	1.7E-52
1292721	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	3	69,113,258,	101,144,284,	1.2E-5,3.8E-6,0.0013
1292721	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	3	69,110,259,	110,153,293,	12.079,12.58,9.205
1292721	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	2	43,252,	153,293,	16.612,8.624
1292721	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	3	63,104,232,	101,144,284,	1.6E-5,0.0017,0.019
1292721	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	1	40,	319,	2.75E-50
1292746	IPR001251	CRAL-TRIO domain	HMMPfam	PF00650	CRAL/TRIO domain	1	117,	242,	1.1E-31
1292746	IPR011074	CRAL/TRIO, N-terminal domain	HMMPfam	PF03765	CRAL/TRIO, N-terminal domain	1	33,	95,	1.8E-7
1292746	IPR001251	CRAL-TRIO domain	ProSiteProfiles	PS50191	CRAL-TRIO lipid binding domain profile.	1	123,	267,	14.813
1292746	IPR001251	CRAL-TRIO domain	SMART	SM00516	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)	1	117,	264,	8.3E-28
1292746	IPR011074	CRAL/TRIO, N-terminal domain	SUPERFAMILY	SSF46938	\N	1	19,	106,	3.79E-13
1292746	IPR001251	CRAL-TRIO domain	SUPERFAMILY	SSF52087	\N	1	119,	287,	2.62E-38
1292753	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	97,	352,	1.6E-16
1292753	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	93,	484,	12.356
1292753	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	79,	484,	7.59E-50
1292770	IPR000374	Phosphatidate cytidylyltransferase	HMMPfam	PF01148	Cytidylyltransferase family	1	466,	603,	1.7E-6
1292785	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	2	8,308,	172,471,	6.9E-33,3.4E-30
1292785	IPR002539	MaoC-like domain	HMMPfam	PF01575	MaoC like domain	1	772,	879,	9.7E-27
1292785	\N	\N	HMMPfam	PF13452	N-terminal half of MaoC dehydratase	1	621,	742,	6.3E-11
1292785	IPR002198	Short-chain dehydrogenase/reductase SDR	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	3	80,133,153,	91,141,172,	4.1E-11,4.1E-11,4.1E-11
1292785	IPR002347	Glucose/ribitol dehydrogenase	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	6	309,380,427,453,474,497,	326,391,443,472,491,517,	5.8E-22,5.8E-22,5.8E-22,5.8E-22,5.8E-22,5.8E-22
1292785	IPR020904	Short-chain dehydrogenase/reductase, conserved site	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	2	140,440,	168,468,	-,-
1292785	IPR013968	Polyketide synthase, ketoreductase domain	SMART	SM00822	\N	1	8,	187,	2.1E-4
1292785	\N	\N	SUPERFAMILY	SSF51735	\N	2	1,303,	241,538,	2.2E-62,7.3E-62
1292785	IPR029069	HotDog domain	SUPERFAMILY	SSF54637	\N	2	620,773,	764,885,	1.66E-41,1.95E-25
1292789	IPR012135	Dihydroorotate dehydrogenase, class 1/ 2	HMMPfam	PF01180	Dihydroorotate dehydrogenase	1	150,	340,	5.3E-11
1292789	\N	\N	SUPERFAMILY	SSF51395	\N	1	7,	339,	8.96E-25
1292800	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	83,	123,	1.5E-10
1292800	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	81,	123,	11.378
1292800	\N	\N	SUPERFAMILY	SSF144232	\N	1	82,	125,	8.24E-12
1292801	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	Carboxylesterase family	1	25,	521,	7.7E-98
1292801	IPR019826	Carboxylesterase type B, active site	ProSitePatterns	PS00122	Carboxylesterases type-B serine active site.	1	228,	243,	-
1292801	IPR019819	Carboxylesterase type B, conserved site	ProSitePatterns	PS00941	Carboxylesterases type-B signature 2.	1	125,	135,	-
1292801	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	36,	553,	2.67E-114
1292810	IPR013520	Exonuclease, RNase T/DNA polymerase III	HMMPfam	PF00929	Exonuclease	1	257,	409,	5.4E-19
1292810	IPR006055	Exonuclease	SMART	SM00479	\N	1	255,	418,	3.1E-40
1292810	IPR012337	Ribonuclease H-like domain	SUPERFAMILY	SSF53098	\N	1	256,	412,	3.39E-28
1292845	IPR006703	AIG1-type guanine nucleotide-binding (G) domain	HMMPfam	PF04548	AIG1 family	1	4,	170,	2.9E-8
1292845	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	4,	152,	1.41E-19
1292898	IPR000195	Rab-GTPase-TBC domain	HMMPfam	PF00566	Rab-GTPase-TBC domain	1	936,	1139,	1.4E-50
1292898	IPR000195	Rab-GTPase-TBC domain	ProSiteProfiles	PS50086	TBC/rab GAP domain profile.	1	931,	1119,	35.29
1292898	IPR000195	Rab-GTPase-TBC domain	SMART	SM00164	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.	1	928,	1142,	2.4E-72
1292898	IPR000195	Rab-GTPase-TBC domain	SUPERFAMILY	SSF47923	\N	2	921,1063,	1079,1167,	7.85E-45,3.14E-26
1292901	IPR000757	Glycoside hydrolase, family 16	HMMPfam	PF00722	Glycosyl hydrolases family 16	1	72,	156,	1.9E-6
1292901	IPR013320	Concanavalin A-like lectin/glucanase domain	SUPERFAMILY	SSF49899	\N	2	93,195,	163,322,	1.58E-24,1.58E-24
1292955	IPR000711	ATPase, OSCP/delta subunit	HMMPfam	PF00213	ATP synthase delta (OSCP) subunit	1	23,	207,	4.4E-42
1292955	IPR000711	ATPase, OSCP/delta subunit	PRINTS	PR00125	ATP synthase delta subunit signature	3	23,168,183,	42,183,201,	9.5E-14,9.5E-14,9.5E-14
1292955	IPR026015	F1F0 ATP synthase OSCP/delta subunit, N-terminal domain	SUPERFAMILY	SSF47928	\N	1	21,	134,	2.22E-15
1292955	IPR000711	ATPase, OSCP/delta subunit	TIGRFAM	TIGR01145	ATP_synt_delta: ATP synthase F1, delta subunit	1	23,	207,	5.7E-27
1292956	IPR002642	Lysophospholipase, catalytic domain	HMMPfam	PF01735	Lysophospholipase catalytic domain	1	103,	609,	8.5E-106
1292956	IPR002642	Lysophospholipase, catalytic domain	ProSiteProfiles	PS51210	PLA2c domain profile.	1	42,	613,	75.292
1292956	IPR002642	Lysophospholipase, catalytic domain	SMART	SM00022	Cytoplasmic phospholipase A2, catalytic subunit	1	16,	607,	8.0E-73
1292956	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	SUPERFAMILY	SSF52151	\N	1	55,	584,	1.46E-79
1292960	IPR006976	VanZ-like	HMMPfam	PF04892	VanZ like family	1	78,	169,	7.8E-7
1292972	IPR001563	Peptidase S10, serine carboxypeptidase	HMMPfam	PF00450	Serine carboxypeptidase	1	84,	500,	4.0E-81
1292972	IPR001563	Peptidase S10, serine carboxypeptidase	PRINTS	PR00724	Carboxypeptidase C serine protease (S10) family signature	4	153,166,198,475,	165,176,223,488,	2.0E-18,2.0E-18,2.0E-18,2.0E-18
1292972	IPR018202	Peptidase S10, serine carboxypeptidase, active site	ProSitePatterns	PS00131	Serine carboxypeptidases, serine active site.	1	212,	219,	-
1292972	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	73,	503,	2.45E-88
1292979	IPR007087	Zinc finger, C2H2	ProSitePatterns	PS00028	Zinc finger C2H2 type domain signature.	1	17,	39,	-
1292984	IPR000111	Glycoside hydrolase, clan GH-D	HMMPfam	PF02065	Melibiase	1	98,	187,	1.5E-18
1292984	IPR002241	Glycoside hydrolase, family 27	PRINTS	PR00740	Glycosyl hydrolase family 27 signature	7	95,131,173,207,249,314,335,	114,146,194,224,267,333,356,	3.140579E-48,3.140579E-48,3.140579E-48,3.140579E-48,3.140579E-48,3.140579E-48,3.140579E-48
1292984	IPR000111	Glycoside hydrolase, clan GH-D	ProSitePatterns	PS00512	Alpha-galactosidase signature.	1	136,	152,	-
1292984	\N	\N	SUPERFAMILY	SSF51011	\N	1	382,	476,	3.84E-15
1292984	IPR017853	Glycoside hydrolase superfamily	SUPERFAMILY	SSF51445	\N	1	96,	380,	1.4E-94
1293026	IPR010308	TRP-like family	HMMPfam	PF06011	Transient receptor potential (TRP) ion channel	1	172,	610,	2.5E-63
1293026	\N	\N	HMMPfam	PF14558	ML-like domain	1	28,	167,	1.4E-25
1293027	IPR011576	Pyridoxamine 5'-phosphate oxidase-like, FMN-binding domain	HMMPfam	PF01243	Pyridoxamine 5'-phosphate oxidase	1	30,	112,	7.8E-12
1293027	IPR012349	FMN-binding split barrel	SUPERFAMILY	SSF50475	\N	1	25,	164,	1.89E-26
1293028	IPR001461	Aspartic peptidase	HMMPfam	PF00026	Eukaryotic aspartyl protease	1	14,	322,	5.7E-70
1293028	IPR001461	Aspartic peptidase	PRINTS	PR00792	Pepsin (A1) aspartic protease family signature	3	21,207,297,	41,218,312,	5.2E-15,5.2E-15,5.2E-15
1293028	IPR001969	Aspartic peptidase, active site	ProSitePatterns	PS00141	Eukaryotic and viral aspartyl proteases active site.	1	207,	218,	-
1293028	IPR021109	Aspartic peptidase domain	SUPERFAMILY	SSF50630	\N	1	11,	323,	9.75E-76
1293030	IPR006689	Small GTPase superfamily, ARF/SAR type	HMMPfam	PF00025	ADP-ribosylation factor family	1	6,	177,	1.7E-77
1293030	IPR006689	Small GTPase superfamily, ARF/SAR type	PRINTS	PR00328	GTP-binding SAR1 protein signature	4	19,47,74,119,	42,71,99,140,	8.8E-21,8.8E-21,8.8E-21,8.8E-21
1293030	IPR024156	Small GTPase superfamily, ARF type	ProSiteProfiles	PS51417	small GTPase Arf family profile.	1	11,	177,	25.245
1293030	IPR003579	Small GTPase superfamily, Rab type	SMART	SM00175	Rab subfamily of small GTPases	1	18,	180,	0.0036
1293030	IPR024156	Small GTPase superfamily, ARF type	SMART	SM00177	ARF-like small GTPases; ARF, ADP-ribosylation factor	1	1,	181,	8.9E-123
1293030	IPR006687	Small GTPase superfamily, SAR1-type	SMART	SM00178	Sar1p-like members of the Ras-family  of small GTPases	1	3,	177,	9.2E-31
1293030	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	14,	179,	2.05E-57
1293030	IPR005225	Small GTP-binding protein domain	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	16,	142,	4.9E-25
1293040	\N	\N	HMMPfam	PF13883	Pyridoxamine 5'-phosphate oxidase	1	1,	170,	2.9E-30
1293040	IPR012349	FMN-binding split barrel	SUPERFAMILY	SSF50475	\N	1	5,	163,	2.75E-19
1293051	IPR011545	DEAD/DEAH box helicase domain	HMMPfam	PF00270	DEAD/DEAH box helicase	1	50,	232,	7.3E-18
1293051	IPR001650	Helicase, C-terminal	HMMPfam	PF00271	Helicase conserved C-terminal domain	1	337,	391,	6.3E-8
1293051	IPR014001	Helicase superfamily 1/2, ATP-binding domain	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1	54,	247,	17.425
1293051	IPR001650	Helicase, C-terminal	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1	274,	428,	9.742
1293051	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SMART	SM00487	DEAD-like helicases superfamily	1	42,	257,	9.7E-13
1293051	IPR001650	Helicase, C-terminal	SMART	SM00490	helicase superfamily c-terminal domain	1	304,	391,	3.4E-5
1293051	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	90,	402,	2.94E-35
1293063	IPR019166	Apolipoprotein O	HMMPfam	PF09769	Apolipoprotein O	1	4,	143,	4.6E-32
1293072	IPR006145	Pseudouridine synthase, RsuA/RluB/C/D/E/F	HMMPfam	PF00849	RNA pseudouridylate synthase	1	33,	199,	4.3E-22
1293072	IPR006224	Pseudouridine synthase, RluC/RluD, conserved site	ProSitePatterns	PS01129	Rlu family of pseudouridine synthase signature.	1	80,	94,	-
1293072	IPR020103	Pseudouridine synthase, catalytic domain	SUPERFAMILY	SSF55120	\N	1	23,	269,	1.3E-33
1293087	IPR000892	Ribosomal protein S26e	HMMPfam	PF01283	Ribosomal protein S26e	1	1,	102,	5.5E-47
1293087	IPR000892	Ribosomal protein S26e	ProSitePatterns	PS00733	Ribosomal protein S26e signature.	1	67,	74,	-
1293096	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	HMMPfam	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	1	51,	162,	3.4E-27
1293096	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	SMART	SM00232	JAB/MPN domain	1	53,	190,	6.8E-40
1293096	\N	\N	SUPERFAMILY	SSF102712	\N	1	54,	191,	9.94E-15
1293100	IPR003959	ATPase, AAA-type, core	HMMPfam	PF00004	ATPase family associated with various cellular activities (AAA)	1	179,	312,	9.0E-44
1293100	IPR003960	ATPase, AAA-type, conserved site	ProSitePatterns	PS00674	AAA-protein family signature.	1	283,	301,	-
1293100	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	1	175,	315,	3.2E-24
1293100	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	137,	393,	4.05E-70
1293100	IPR005937	26S proteasome subunit P45	TIGRFAM	TIGR01242	26Sp45: 26S proteasome subunit P45 family	1	27,	385,	7.5E-133
1293103	IPR002293	Amino acid/polyamine transporter I	HMMPfam	PF13520	Amino acid permease	1	4,	432,	1.6E-77
1293103	IPR002293	Amino acid/polyamine transporter I	PIRSF	PIRSF006060	\N	1	3,	484,	480.0
1293108	IPR002818	ThiJ/PfpI	HMMPfam	PF01965	DJ-1/PfpI family	1	52,	179,	3.4E-26
1293108	IPR029062	Class I glutamine amidotransferase-like	SUPERFAMILY	SSF52317	\N	1	3,	195,	1.24E-37
1293108	IPR006287	DJ-1	TIGRFAM	TIGR01383	not_thiJ: DJ-1 family protein	1	5,	189,	2.6E-43
1293117	\N	\N	HMMPfam	PF12874	Zinc-finger of C2H2 type	1	38,	56,	0.012
1293117	\N	\N	HMMPfam	PF13923	Zinc finger, C3HC4 type (RING finger)	1	195,	232,	3.3E-9
1293117	IPR017907	Zinc finger, RING-type, conserved site	ProSitePatterns	PS00518	Zinc finger RING-type signature.	1	210,	219,	-
1293117	IPR001841	Zinc finger, RING-type	ProSiteProfiles	PS50089	Zinc finger RING-type profile.	1	195,	233,	12.637
